title,lead,director,genre,revenue,budget,profit_ratio,director_average_profit_ratio,lead_average_profit_ratio,lead_worked_in_genre_count,director_worked_in_genre_count,director_worked_with_lead_count
Black and White,476,524,6,5241315,10000000,0.5241315,0.705078017,1.340827631,2,1,1
Saving Grace,505,557,7,26330482,10000000,2.6330482,4.572270467,2.6330482,1,1,1
Snatch,509,582,12,83557872,10000000,8.3557872,3.742555755,3.608970831,2,1,1
The Gift,358,89,10,12008642,10000000,1.2008642,1.901570937,1.978711047,1,3,1
The House of Mirth,372,585,6,5164404,10000000,0.5164404,0.372756239,0.35747215,2,2,1
Don't Tell Mom the Babysitter's Dead,529,153,3,25196249,10000000,2.5196249,2.871228802,2.5196249,1,4,1
Recess: School's Out,538,598,8,44460850,10000000,4.446085,4.446085,4.446085,1,1,1
The Last Dragon,554,619,4,25754284,10000000,2.5754284,2.421716867,2.5754284,1,1,1
Bill & Ted's Excellent Adventure,52,153,2,40485039,10000000,4.0485039,2.871228802,2.777037085,2,1,1
Earth Girls Are Easy,9,632,16,3916303,10000000,0.3916303,0.3916303,1.689637533,1,1,1
Jeepers Creepers,580,648,10,59217789,10000000,5.9217789,4.816850215,5.9217789,1,2,1
Bones,590,150,4,7316658,10000000,0.7316658,1.735808848,0.7316658,1,5,1
The Long Riders,621,129,17,15795189,10000000,1.5795189,1.877108832,1.5795189,1,1,1
Rapid Fire,86,246,4,14356479,10000000,1.4356479,3.094019383,3.851157283,1,2,1
The Powerpuff Girls Movie,634,700,1,11411644,10000000,1.1411644,1.1411644,1.1411644,1,1,1
The Amateur,651,721,4,6892098,10000000,0.6892098,0.6892098,0.6892098,1,1,1
Heartbeeps,652,722,3,2154696,10000000,0.2154696,0.2154696,0.2154696,1,1,1
Escape to Victory,596,227,4,27453418,10000000,2.7453418,2.408540075,2.497596224,1,2,1
The Private Life of Sherlock Holmes,692,195,2,1500000,10000000,0.15,4.325382025,0.15,1,1,1
Commando,68,414,4,57500000,10000000,5.75,1.794994731,4.266287762,8,3,1
The Rookie,103,40,4,21633874,10000000,2.1633874,3.849782014,4.490158451,8,5,13
Calendar Girls,412,557,3,96542059,10000000,9.6542059,4.572270467,4.54530965,2,2,1
Body Double,746,124,7,8801940,10000000,0.880194,1.746499177,0.880194,1,3,1
Rumble Fish,274,173,4,2494480,10000000,0.249448,2.324233971,2.217738375,1,1,2
Twilight Zone: The Movie,797,144,6,29450919,10000000,2.9450919,5.30186565,2.9450919,1,8,1
Hard to Kill,61,483,4,47410000,10000000,4.741,4.3610359,2.553954139,9,2,1
The Visual Bible: The Gospel of John,802,877,6,4069090,10000000,0.406909,0.406909,1.388754889,1,1,1
White Noise,226,880,6,91196419,10000000,9.1196419,6.039362883,4.828101267,3,1,1
Broken Flowers,208,234,3,45742101,10000000,4.5742101,1.860234471,4.115000512,7,3,1
The Matador,6,920,4,17297244,10000000,1.7297244,1.7297244,2.284334285,3,1,1
The Hitcher,902,982,4,25399945,10000000,2.5399945,2.5399945,2.5399945,1,1,1
Daddy's Little Girls,908,930,3,31609243,10000000,3.1609243,4.302133631,3.1609243,1,4,1
Reno 911!: Miami,909,990,4,20342161,10000000,2.0342161,2.0342161,2.0342161,1,1,1
In the Land of Women,219,999,13,17500000,10000000,1.75,1.75,2.251966832,2,1,1
Rescue Dawn,477,1006,2,7177143,10000000,0.7177143,0.57063919,2.329263613,2,1,1
Saw IV,925,1027,10,139352633,10000000,13.9352633,13.9352633,9.372051587,4,1,1
My Blueberry Nights,930,1032,6,21786738,10000000,2.1786738,2.1786738,2.1786738,1,1,1
"Run, Fatboy, Run",782,1040,3,33000000,10000000,3.3,3.3,4.052742443,3,1,1
The Fourth Kind,623,1139,11,42333295,10000000,4.2333295,4.2333295,3.15628351,1,1,1
Precious,1020,1140,6,47536959,10000000,4.7536959,3.166297447,4.7536959,1,2,1
The Runaways,967,1158,6,2995811,10000000,0.2995811,0.2995811,1.759192447,1,1,1
MacGruber,1038,1160,4,6110000,10000000,0.611,0.611,0.611,1,1,1
The Joneses,255,1167,3,7022728,10000000,0.7022728,0.7022728,1.489391414,1,1,1
Devil,1053,1088,10,33583175,10000000,3.3583175,6.416677538,3.3583175,1,3,1
Skyline,1057,1033,8,66821036,10000000,6.6821036,3.863515125,6.6821036,1,1,1
Burke & Hare,782,121,3,4349187,10000000,0.4349187,2.40860868,4.052742443,3,4,1
Vanishing on 7th Street,716,861,11,1068682,10000000,0.1068682,1.854351877,0.785375714,1,1,1
Our Idiot Brother,985,1210,3,17273593,10000000,1.7273593,1.7273593,1.79216422,4,1,1
A Better Life,1093,694,6,1759252,10000000,0.1759252,2.476851489,0.1759252,1,2,1
"Jeff, Who Lives at Home",613,1249,6,4417580,10000000,0.441758,0.441758,1.550664246,1,1,1
The Best Exotic Marigold Hotel,977,403,6,136836156,10000000,13.6836156,5.410245161,5.575115335,1,6,1
Seeking a Friend for the End of the World,827,1262,3,9636289,10000000,0.9636289,1.148567263,2.2127021,6,2,1
Killer Joe,143,45,7,3665069,10000000,0.3665069,0.821591415,2.505834104,4,1,1
Disconnect,1009,1306,6,3428048,10000000,0.3428048,0.3428048,3.233611584,2,1,1
Mud,143,1219,6,21587700,10000000,2.15877,1.030851061,2.505834104,3,2,1
Lovelace,1028,1308,6,1585582,10000000,0.1585582,0.1585582,2.293516993,2,1,1
The First Power,467,1332,7,22424195,10000000,2.2424195,2.2424195,5.291626365,1,1,1
Kung Fu Dunk,1209,1381,4,22896728,10000000,2.2896728,2.2896728,2.2896728,1,1,1
Big Eyes,927,76,6,28883511,10000000,2.8883511,2.832377782,3.00030456,2,2,1
Insidious: Chapter 3,1222,1399,6,104303851,10000000,10.4303851,10.4303851,10.4303851,1,1,1
The Second Best Exotic Marigold Hotel,1229,403,6,85978266,10000000,8.5978266,5.410245161,8.5978266,1,6,1
While We're Young,42,1410,3,7587485,10000000,0.7587485,0.7587485,2.036789228,10,1,1
Danny Collins,4,1418,3,10835752,10000000,1.0835752,1.0835752,2.773573524,2,1,1
50 to 1,1232,1419,3,1064454,10000000,0.1064454,0.1064454,0.1064454,1,1,1
Sinister 2,1250,1441,10,52882018,10000000,5.2882018,5.2882018,5.2882018,1,1,1
Demolition,592,1108,3,1978592,10000000,0.1978592,3.880189655,2.644049372,1,1,1
Hardcore Henry,1001,1450,4,14333790,10000000,1.433379,1.433379,2.736953322,2,1,1
By the Sea,574,1392,6,3727746,10000000,0.3727746,1.443640662,1.427674726,2,2,1
Paranormal Activity: The Ghost Dimension,1256,1454,10,78096553,10000000,7.8096553,7.8096553,7.8096553,1,1,1
The Perfect Weapon,1261,1463,4,14061361,10000000,1.4061361,1.4061361,1.4061361,1,1,1
The Forest,1263,1467,10,40055439,10000000,4.0055439,4.0055439,4.0055439,1,1,1
The Boy,1265,939,10,64188367,10000000,6.4188367,4.715256961,6.4188367,1,2,1
Everybody Wants Some!!,1274,71,3,3400278,10000000,0.3400278,2.914270055,0.3400278,1,6,1
The Choice,1125,1482,6,18730891,10000000,1.8730891,1.8730891,1.75006005,1,1,1
The Purge: Election Year,1281,1357,4,118587880,10000000,11.858788,11.9728855,11.858788,1,1,1
Max Steel,1303,1130,4,6272403,10000000,0.6272403,1.081387661,0.6272403,1,1,1
Denial,992,1505,6,4073489,10000000,0.4073489,0.4073489,0.670119514,1,1,1
Shut In,589,1508,6,13082071,10000000,1.3082071,1.3082071,1.993734001,4,1,1
When the Bough Breaks,1308,1515,11,30658387,10000000,3.0658387,3.0658387,3.0658387,1,1,1
Free Fire,1001,1519,4,3565109,10000000,0.3565109,0.3565109,2.736953322,2,1,1
The Book of Henry,589,1524,12,4219536,10000000,0.4219536,0.4219536,1.993734001,4,1,1
Hostel: Part II,919,1004,10,35619521,10200000,3.492109902,2.465157501,3.492109902,1,1,1
Shopgirl,276,915,3,11588205,10284523,1.126761543,1.350814245,2.276394915,6,1,1
71: Into the Fire,1065,1191,15,20967660,10400000,2.016121154,2.016121154,2.016121154,1,1,1
Houseguest,66,79,3,26325256,10500000,2.507167238,1.657642419,2.507167238,1,2,1
2001: A Space Odyssey,166,198,8,68700000,10500000,6.542857143,4.712040708,6.542857143,1,2,1
Poltergeist III,196,345,10,14144000,10500000,1.347047619,1.347047619,5.443151128,2,1,1
Graveyard Shift,322,357,6,11582891,10500000,1.103132476,1.103132476,1.103132476,1,1,1
Cruel Intentions,377,430,6,75902208,10500000,7.228781714,3.316795358,3.306379499,1,1,1
The Beguiled,578,536,6,25442939,10500000,2.423137048,1.736568462,1.660990887,6,4,1
Poltergeist,301,343,10,122200000,10700000,11.42056075,4.511749446,6.789139979,2,2,1
"Car 54, Where Are You?",728,808,4,1238080,10700000,0.115708411,0.115708411,0.115708411,1,1,1
Saw V,925,1091,10,113857533,10800000,10.54236417,10.54236417,9.372051587,4,1,1
Win Win,788,1193,6,10654385,10831173,0.983677853,2.700500751,2.168296019,2,2,1
Belle,1189,1346,6,16505460,10900000,1.514262385,1.250671871,1.801325978,1,2,1
Dead Man Walking,21,21,6,39363635,11000000,3.578512273,3.578512273,2.234355698,4,1,1
The Perez Family,73,88,3,2832826,11000000,0.257529636,0.863184724,0.257529636,1,1,1
What's Eating Gilbert Grape,35,99,13,10032765,11000000,0.912069545,3.878701735,1.561775807,3,2,1
The Ref,108,138,3,11439193,11000000,1.039926636,1.176034525,1.039926636,1,2,1
Alien,196,34,10,104931801,11000000,9.539254636,2.046012639,5.443151128,2,2,1
Fried Green Tomatoes,210,231,6,119418501,11000000,10.85622736,4.213388755,10.85622736,1,1,1
The Joy Luck Club,259,65,6,32861136,11000000,2.987376,1.832136827,3.184356078,1,2,1
Freddy's Dead: The Final Nightmare,290,96,10,34872033,11000000,3.170184818,1.666382309,6.514508158,6,1,1
Gremlins,303,321,9,153083102,11000000,13.91664564,3.233025868,7.373144888,1,1,2
Doctor Zhivago,314,224,6,111858363,11000000,10.16894209,6.825106096,10.16894209,1,3,1
History of the World: Part I,350,141,3,31672907,11000000,2.879355182,3.870450739,4.564938403,3,4,3
My Cousin Vinny,351,381,3,64088552,11000000,5.826232,2.365123749,3.163135614,2,4,1
Barry Lyndon,408,198,6,20000000,11000000,1.818181818,4.712040708,1.818181818,1,2,1
Excalibur,419,346,9,34967437,11000000,3.178857909,1.99724037,3.178857909,1,1,1
Next Friday,29,493,3,59827328,11000000,5.438848,3.411609629,4.008318875,6,4,1
Sugar & Spice,531,590,7,13276953,11000000,1.206995727,1.206995727,1.206995727,1,1,1
Tomcats,145,604,3,23430766,11000000,2.130069636,2.130069636,1.242689203,1,1,1
Major League,430,636,3,49797148,11000000,4.527013455,4.527013455,1.884954222,1,1,1
Corky Romano,588,654,4,23978402,11000000,2.179854727,2.179854727,2.179854727,1,1,1
A Walk to Remember,611,591,6,41227069,11000000,3.747915364,2.815175528,3.747915364,1,1,1
Frailty,626,688,6,13110448,11000000,1.191858909,0.904552995,1.25134757,1,2,1
Jason X,295,690,10,16951798,11000000,1.541072545,1.541072545,4.125047452,3,1,1
Return to the Blue Lagoon,623,732,2,2807854,11000000,0.255259455,0.255259455,3.15628351,2,1,1
Tremors,95,612,4,48572000,11000000,4.415636364,5.523258756,3.248980917,3,2,1
Money for Nothing,262,809,6,1044824,11000000,0.094984,0.094984,1.619638501,2,1,1
Nightbreed,751,833,4,8862354,11000000,0.805668545,0.805668545,0.805668545,1,1,1
The Molly Maguires,50,488,6,2200000,11000000,0.2,1.77505014,3.997717463,3,2,1
Cry-Baby,35,145,3,8266343,11000000,0.751485727,0.493562726,1.561775807,3,3,1
Curse of the Pink Panther,169,193,7,4491986,11000000,0.408362364,2.60813014,3.629029621,1,1,1
Jackass Number Two,657,726,4,72778712,11000000,6.616246545,8.864006241,7.534419696,2,1,4
I Think I Love My Wife,577,992,3,13196245,11000000,1.199658636,1.199658636,0.690475392,1,1,1
The Secret Life of Bees,967,535,2,38105395,11000000,3.464126818,2.312974097,1.759192447,1,1,1
Saw VI,925,1135,10,68233629,11000000,6.203057182,6.505289441,9.372051587,4,2,2
It's Alive,1062,446,10,15500000,11000000,1.409090909,1.284673205,1.409090909,1,1,1
Quartet,216,1287,6,59520298,11000000,5.410936182,5.410936182,5.200802937,2,1,1
Empire State,1161,1318,4,3639345,11000000,0.330849545,0.330849545,0.362353558,1,1,1
What If,1113,1189,6,7847000,11000000,0.713363636,0.538999397,4.113468171,2,1,1
Out on a Limb,201,643,3,1659542,11000000,0.150867455,1.428433727,2.910052274,4,2,1
Inside Llewyn Davis,1171,156,6,32935319,11000000,2.994119909,3.901257815,1.797236705,1,3,1
Chef,363,621,3,45967935,11000000,4.178903182,2.920595106,2.254425124,2,2,1
If I Stay,1168,1362,6,78874843,11000000,7.170440273,7.170440273,4.269729829,2,1,1
Brooklyn,965,823,6,62076141,11000000,5.643285545,3.307272573,2.383375291,1,1,1
Woman in Gold,412,1229,6,61619773,11000000,5.601797545,5.539781273,4.54530965,6,2,1
Dhoom 2,1238,1426,6,46396427,11000000,4.217857,4.217857,4.217857,1,1,1
Irrational Man,785,28,11,27391084,11000000,2.490098545,3.466213514,2.095783692,1,1,1
Into the Night,64,121,3,6700000,11400000,0.587719298,2.40860868,2.027467985,2,4,1
Reality Bites,24,111,6,20079850,11500000,1.746073913,1.893104049,1.559810876,2,1,1
The Remains of the Day,8,81,6,23237911,11500000,2.020687913,2.327586524,2.077879712,5,4,2
Romeo Is Bleeding,112,142,4,3275585,11500000,0.284833478,0.416210453,2.022506079,1,1,1
Pet Sematary,383,423,6,57469467,11500000,4.997344957,2.493911594,4.997344957,1,1,1
Universal Soldier: Day of Reckoning,5,1298,12,1402307,11500000,0.121939739,0.121939739,2.467208398,3,1,1
Dirty Grandpa,989,1470,3,94073028,11500000,8.180263304,8.180263304,3.269357361,5,1,1
The Hand that Rocks the Cradle,444,274,12,88036683,11700000,7.524502821,4.138155922,7.524502821,1,1,1
Carol,358,730,13,40272135,11800000,3.412892797,1.921054899,1.978711047,1,1,2
The Dressmaker,11,24,6,18340000,11930000,1.537300922,1.947356961,2.985031689,3,2,1
Now and Then,18,18,3,27400000,12000000,2.283333333,2.283333333,3.072582671,2,1,1
Happy Gilmore,38,39,3,41205099,12000000,3.43375825,2.963248577,2.958594094,18,8,8
The Next Karate Kid,105,135,2,15826984,12000000,1.318915333,2.379713205,1.318915333,1,1,1
Rudy,113,143,6,22750363,12000000,1.895863583,2.537238681,2.566437529,1,2,1
Girl 6,127,51,3,4939939,12000000,0.411661583,1.71770608,0.411661583,1,1,1
The Fox and the Hound,176,209,2,29800000,12000000,2.483333333,1.667440507,2.483333333,1,1,1
The Great Race,162,193,2,25333333,12000000,2.111111083,2.60813014,4.120821828,1,1,1
Sophie's Choice,39,217,6,30036000,12000000,2.503,4.661912841,3.604713676,7,4,1
Patton,211,232,6,89800000,12000000,7.483333333,5.89336069,7.483333333,1,1,1
Pink Floyd: The Wall,217,237,16,22244207,12000000,1.853683917,3.407028696,1.853683917,1,1,1
Star Trek II: The Wrath of Khan,225,242,4,96800000,12000000,8.066666667,5.827777778,4.723664021,1,1,2
Marked for Death,61,246,4,46044400,12000000,3.837033333,3.094019383,2.553954139,9,2,1
Playing God,255,281,6,4000000,12000000,0.333333333,0.333333333,1.489391414,2,1,1
Witness,85,226,7,68706993,12000000,5.72558275,4.886747493,3.675716323,3,1,1
Jackie Brown,266,298,3,39673162,12000000,3.306096833,3.91837429,3.306096833,1,1,1
Rounders,257,112,6,22921898,12000000,1.910158167,0.897423812,1.837607896,8,1,1
Living Out Loud,356,387,3,12902790,12000000,1.0752325,2.316114906,1.0752325,1,1,1
Tea with Mussolini,130,409,3,21001563,12000000,1.75013025,1.75013025,1.318348228,3,1,1
Armed and Dangerous,374,414,4,15945534,12000000,1.3287945,1.794994731,2.182872168,1,3,1
Baby Geniuses,114,433,8,36450736,12000000,3.037561333,2.998947248,1.819576359,1,1,1
Spartacus,172,198,4,60000000,12000000,5.0,4.712040708,5.001212121,1,1,1
Stir of Echoes,95,466,10,21133087,12000000,1.761090583,1.369749672,3.248980917,2,1,1
Papillon,207,232,7,53267000,12000000,4.438916667,5.89336069,5.003696637,1,1,1
Birdy,198,237,6,1400000,12000000,0.116666667,3.407028696,1.01130625,2,3,1
Nadine,34,327,4,5669831,12000000,0.472485917,6.877492958,2.456809232,4,1,1
The Naked Gun: From the Files of Police Squad!,89,562,3,78756177,12000000,6.56301475,3.850269616,4.01567259,3,5,2
The Alamo,471,588,4,7900000,12000000,0.658333333,1.114880952,1.741304745,2,1,2
The Monster Squad,535,140,10,3769990,12000000,0.314165833,0.400178598,0.314165833,1,1,1
A Home of Our Own,384,611,3,1703282,12000000,0.141940167,0.219303417,1.139248396,1,1,1
The Sand Pebbles,207,241,4,20000000,12000000,1.666666667,2.129958871,5.003696637,3,1,1
Off Limits,305,627,4,7242035,12000000,0.603502917,0.603502917,0.899864673,1,1,1
Next of Kin,460,638,2,15942628,12000000,1.328552333,1.617773755,3.29869918,1,1,1
Max Keeble's Big Move,261,449,3,17292381,12000000,1.44103175,2.765625,1.956180172,2,2,1
How High,602,667,3,31155435,12000000,2.59628625,2.683487733,2.59628625,1,2,1
Yentl,595,530,16,30400000,12000000,2.533333333,2.51312665,2.549080089,1,1,1
48 Hrs.,67,129,12,78868508,12000000,6.572375667,1.877108832,2.688254826,1,2,1
Crossroads,616,72,4,61141030,12000000,5.095085833,3.308820578,5.095085833,1,1,1
One Hour Photo,2,705,10,52223306,12000000,4.351942167,2.491145483,3.851135808,1,1,1
Barbershop,29,709,3,75781642,12000000,6.315136833,4.665038814,4.008318875,6,3,2
Absence of Malice,212,127,6,40716963,12000000,3.39308025,3.692063572,3.539738743,3,5,1
Frida,658,727,6,56298474,12000000,4.6915395,4.6915395,4.6915395,1,1,1
Casino Royale,169,227,2,41744718,12000000,3.4787265,2.408540075,3.629029621,2,2,1
From Justin to Kelly,688,415,3,4922166,12000000,0.4101805,4.005363383,0.4101805,1,3,1
Convoy,699,762,4,22765081,12000000,1.897090083,1.772920064,1.897090083,1,2,1
WarGames,201,35,12,79567667,12000000,6.630638917,3.184901853,2.910052274,1,1,1
The Secret of My Success,98,73,3,110996879,12000000,9.249739917,5.135924559,4.307158112,2,2,1
Johnson Family Vacation,741,824,3,31179516,12000000,2.598293,2.598293,1.557583425,1,1,1
Raising Cain,632,124,6,37170057,12000000,3.09750475,1.746499177,1.657085708,1,4,1
Noises Off...,747,689,3,2280148,12000000,0.190012333,0.320337159,0.190012333,1,2,1
The Doctor,344,841,6,38120905,12000000,3.176742083,3.176742083,2.354268361,1,1,1
Seed of Chucky,790,862,6,24829644,12000000,2.069137,2.069137,2.069137,1,1,1
Aquamarine,854,935,9,23006849,12000000,1.917237417,1.917237417,1.968396781,1,1,1
Prophecy,866,189,10,54000000,12000000,4.5,1.543818978,4.5,1,1,1
Crank,640,956,4,42931041,12000000,3.57758675,2.185008683,2.06482526,13,4,2
Step Up,874,957,16,114194847,12000000,9.51623725,5.063152129,5.919669693,1,1,1
Employee of the Month,883,966,3,38368909,12000000,3.197409083,3.197409083,2.963041917,2,1,1
Running with Scissors,885,967,6,6754898,12000000,0.562908167,1.986404217,0.696897726,2,2,1
The Santa Clause 3: The Escape Clause,78,729,3,84500122,12000000,7.041676833,3.152751311,2.880009462,4,2,2
For Your Consideration,891,761,3,5542025,12000000,0.461835417,1.793438208,0.461835417,1,2,1
Snow Cake,893,976,13,1381665,12000000,0.11513875,0.11513875,0.461628175,1,1,1
Hot Fuzz,782,857,7,80573774,12000000,6.714481167,4.785295384,4.052742443,1,1,3
The Namesake,904,88,6,20138836,12000000,1.678236333,0.863184724,3.010757267,1,4,1
I Know Who Killed Me,734,1008,7,9620399,12000000,0.801699917,0.801699917,2.60615108,1,1,1
Lars and the Real Girl,922,1021,3,11293663,12000000,0.941138583,1.147674057,3.579463231,1,1,1
The Eye,724,1036,6,56309766,12000000,4.6924805,4.6924805,3.894687179,1,1,1
Harold & Kumar Escape from Guantanamo Bay,772,1055,3,43493123,12000000,3.624426917,4.162109298,3.142041681,2,2,1
Quarantine,969,1088,10,40855419,12000000,3.40461825,6.416677538,3.40461825,1,3,1
Two Lovers,785,1019,6,3148182,12000000,0.2623485,0.882614044,2.095783692,5,3,2
The Secret of Moonacre,1005,983,2,7070330,12000000,0.589194167,1.441155942,2.10475225,1,2,1
Invaders from Mars,1022,343,11,4884663,12000000,0.40705525,4.511749446,0.40705525,1,1,1
Ondine,578,80,6,1644755,12000000,0.137062917,1.187163681,1.660990887,6,3,1
Centurion,1043,1041,2,6814789,12000000,0.567899083,0.654139975,1.687432959,1,1,1
Whisper,1056,1130,7,5285197,12000000,0.440433083,1.081387661,0.440433083,1,1,1
Young Adult,643,934,3,22939027,12000000,1.911585583,3.349801396,2.375673544,1,2,1
Project X,1114,1245,3,100000000,12000000,8.333333333,4.651301024,8.333333333,1,2,1
Act of Valor,1115,1247,4,81272766,12000000,6.7727305,6.7727305,6.7727305,1,1,1
Think Like a Man,1120,709,3,96070507,12000000,8.005875583,4.665038814,6.51432,1,3,1
For Greater Glory - The True Story of Cristiada,1126,1261,5,9622846,12000000,0.801903833,0.801903833,0.801903833,1,1,1
Arbitrage,126,1275,6,35485056,12000000,2.957088,2.957088,2.102684389,6,1,1
Katy Perry: Part of Me,1138,1279,18,32726956,12000000,2.727246333,2.727246333,2.727246333,1,1,1
Stoker,1152,1302,6,12077441,12000000,1.006453417,1.006453417,1.182134181,1,1,1
Jobs,524,1071,6,35931410,12000000,2.994284167,1.916189702,4.616984202,1,2,1
About Time,1163,791,3,87100449,12000000,7.25837075,4.702880193,4.858165842,1,2,1
Nebraska,1166,740,6,17654912,12000000,1.471242667,5.176278597,1.471242667,1,2,1
Machete Kills,1045,30,4,15008161,12000000,1.250680083,2.592559936,1.408537517,2,7,2
Philomena,896,36,6,100129872,12000000,8.344156,3.282006936,4.104989513,3,5,1
Heaven is for Real,649,682,6,101332962,12000000,8.4444135,3.898230565,5.627242866,3,2,1
Project Almanac,1224,1403,8,32248241,12000000,2.687353417,2.687353417,2.687353417,1,1,1
Paper Towns,1226,1274,6,85512300,12000000,7.126025,4.2280201,7.126025,1,1,1
The Perfect Guy,1120,1453,6,60273173,12000000,5.022764417,5.022764417,6.51432,1,1,1
Woodlawn,761,1466,6,14394097,12000000,1.199508083,1.199508083,1.086826375,1,1,1
Hell or High Water,34,828,7,37589296,12000000,3.132441333,1.761533167,2.456809232,1,1,1
Lion,1304,1507,6,140302754,12000000,11.69189617,11.69189617,11.69189617,1,1,1
Unforgettable,1315,1522,6,17768012,12000000,1.480667667,1.480667667,1.480667667,1,1,1
The Rover,543,1361,7,2295423,12250000,0.187381469,0.187381469,1.939468751,1,1,1
The Land Before Time,562,364,1,84460846,12300000,6.866735447,6.118465313,6.866735447,1,1,1
Mad Max Beyond Thunderdome,40,397,4,36230219,12305523,2.944224232,1.856178005,3.483326752,7,1,1
A Few Best Men,1123,1257,3,29007412,12468389,2.326476339,2.326476339,2.326476339,1,1,1
True Romance,120,53,4,12281551,12500000,0.98252408,3.003693988,0.794986566,2,9,1
Glengarry Glen Ross,4,205,7,10725228,12500000,0.85801824,1.727695006,2.773573524,5,4,1
The Funeral,186,218,7,1227324,12500000,0.09818592,0.09818592,1.134955045,1,1,1
Antwone Fisher,669,741,6,23367586,12500000,1.86940688,2.189477174,1.038301584,2,3,1
The Boy in the Striped Pyjamas,973,1095,15,20416563,12500000,1.63332504,1.63332504,1.063218937,1,1,1
Sorority Row,1016,1130,10,27206120,12500000,2.1764896,1.081387661,2.1764896,1,1,1
Conviction,894,1174,6,6732980,12500000,0.5386384,0.5386384,1.66548572,2,1,1
Casino Jack,249,1175,7,1083683,12500000,0.08669464,0.08669464,1.985302741,2,1,1
The Ides of March,922,746,6,75993061,12500000,6.07944488,2.650925425,3.579463231,5,2,1
The Perfect Game,1106,1230,6,3878993,12500000,0.31031944,0.31031944,0.31031944,1,1,1
The Paperboy,989,1140,12,1353868,12500000,0.10830944,3.166297447,3.269357361,1,1,1
About Last Night,1183,958,3,49002684,12500000,3.92021472,2.066909355,3.356722122,2,3,1
Wrong Turn,685,766,10,28650575,12600000,2.273855159,2.273855159,2.273855159,1,1,1
The Drop,1096,1366,6,19054534,12600000,1.512264603,1.512264603,1.384489654,1,1,1
The Grand Seduction,1081,1350,3,3430018,12700000,0.270080157,0.270080157,1.765062912,1,1,1
Dancer in the Dark,512,567,6,40031879,12800000,3.127490547,3.127490547,3.127490547,1,1,1
Calendar Girl,96,123,6,2570145,13000000,0.197703462,2.0890539,0.197703462,1,1,1
In the Name of the Father,94,131,6,65796862,13000000,5.061297077,2.164624356,2.63498347,3,4,1
Serial Mom,114,145,3,7820688,13000000,0.601591385,0.493562726,1.819576359,1,3,1
Faithful,130,161,3,9789900,13000000,0.753069231,4.480442341,1.318348228,3,3,1
Joe's Apartment,145,179,9,4619014,13000000,0.355308769,0.355308769,1.242689203,1,1,1
The Crow: City of Angels,149,183,4,17917287,13000000,1.378252846,1.378252846,1.378252846,1,1,1
The Godfather: Part II,4,173,6,47542841,13000000,3.657141615,2.324233971,2.773573524,5,3,2
Young Guns,227,135,7,44726644,13000000,3.440511077,2.379713205,3.086370359,1,1,1
The Big Hit,258,311,4,27007143,13000000,2.077472538,2.077472538,2.191573798,7,1,1
Woo,170,313,3,8026971,13000000,0.617459308,0.617459308,2.619334432,1,1,1
Child's Play 2,299,341,6,35763605,13000000,2.751046538,2.456742936,2.751046538,1,1,1
Child's Play 3,300,342,12,20560255,13000000,1.581558077,1.581558077,1.007711053,1,1,1
54,341,372,16,16757163,13000000,1.289012538,1.289012538,0.769010765,1,1,1
Dead Ringers,390,359,6,8038508,13000000,0.618346769,1.584826181,0.618346769,1,4,1
Dick,406,169,3,27500000,13000000,2.115384615,2.071985616,1.688314905,5,1,1
Teaching Mrs. Tingle,412,459,3,8946237,13000000,0.688172077,0.688172077,4.54530965,2,1,1
RoboCop,33,64,4,53000000,13000000,4.076923077,3.550856213,1.574844565,2,3,1
Being John Malkovich,262,480,9,22863596,13000000,1.758738154,1.847955241,1.619638501,1,1,1
"Good Morning, Vietnam",2,75,3,123922370,13000000,9.53249,2.584341047,3.851135808,11,5,2
Murphy's Romance,475,488,3,30867525,13000000,2.374425,1.77505014,1.888288067,2,1,1
"Dude, Where’s My Car?",524,583,3,73180723,13000000,5.629286385,4.144471415,4.616984202,3,2,1
Save the Last Dance,530,252,6,91038276,13000000,7.002944308,3.037181857,7.002944308,1,3,1
Crazy/Beautiful,406,614,6,16929123,13000000,1.302240231,1.42154539,1.688314905,3,1,1
Cousins,612,105,3,22030000,13000000,1.694615385,2.457312924,1.694615385,1,1,1
Halloween: Resurrection,296,337,10,37664855,13000000,2.897296538,6.555411869,4.155002077,4,2,2
Phone Booth,578,105,12,97837138,13000000,7.525933692,2.457312924,1.660990887,2,3,1
Ghosts of the Abyss,626,221,18,17040871,13000000,1.310836231,6.187762371,1.25134757,1,1,1
The Gun in Betty Lou's Handbag,154,784,3,3721911,13000000,0.286300846,0.286300846,0.426122156,1,1,1
The Butterfly Effect,524,810,8,96060858,13000000,7.389296769,7.389296769,4.616984202,1,1,1
The Ten Commandments,213,322,6,122700000,13000000,9.438461538,7.423931624,7.391762533,1,2,1
Mannequin Two: On the Move,446,871,9,3752426,13000000,0.288648154,0.288648154,1.33178522,1,1,1
Once Upon a Forest,811,886,1,6582052,13000000,0.506311692,0.506311692,0.506311692,1,1,1
Find Me Guilty,450,487,6,2636637,13000000,0.202818231,3.668355444,2.332424864,1,3,1
Infamous,192,182,6,1151330,13000000,0.088563846,1.688939713,3.295051806,1,2,1
Stomp the Yard,900,981,6,75511123,13000000,5.808547923,3.375873962,3.477829487,1,1,1
